SMILES,Core,Arm,Target_PG,Point_Group,Geometry,Energy_kcal_mol,Source,Plane_RMSD,Plane_MaxDist,Package_Index,Molecule_ID,XYZ_RelPath,Num_Atoms,Num_Heavy_Atoms,Num_Bonds,Net_Formal_Charge,Num_Radical_Electrons,Split_IID,Split_Core_OOD
FC(F)(F)c1ccc(-c2ccc(-c3ccc(-c4ccc(C(F)(F)F)cc4)s3)s2)cc1,bithiophene_C2,CF3_ph,C2,C2,nonplanar,114.9258376668388,original_augmented,0.7289953942560424,1.3324048036285756,36,cof_000036,cof_symmetry_pipeline/output/xyz/aug_000227.xyz,42,30,45,0,0,train,train
OB(O)c1ccc(C#Cc2ccc(B(O)O)cc2)cc1,diphenylacetylene_C2,BOH2_direct,C2,C2v,planar,23.223202070972285,original_augmented,0.4484523540007787,1.303009604733928,37,cof_000037,cof_symmetry_pipeline/output/xyz/mol_002715_s0251.xyz,32,20,33,0,0,train,train
CC(=O)Oc1ccc(C#CC#Cc2ccc(OC(C)=O)cc2)cc1,diphenyldiacetylene_C2,Oacetyl_direct,C2,D2,nonplanar,47.49368412361192,original_augmented,0.8754554269201861,1.6550846623856872,38,cof_000038,cof_symmetry_pipeline/output/xyz/mol_001199.xyz,38,24,39,0,0,train,train
O=C(NB(O)O)C(=O)NB(O)O,oxamide_C2,BOH2_direct,C2,C2,nonplanar,6.700374753033438,original_augmented,0.6046410164694171,1.3142840860889673,39,cof_000039,cof_symmetry_pipeline/output/xyz/mol_001293.xyz,18,12,17,0,0,train,train
O=Cc1ccc(-c2ccc(NC(=O)C(=O)Nc3ccc(-c4ccc(C=O)cc4)cc3)cc2)cc1,oxamide_C2,CHO_phph,C2,D2,nonplanar,122.7480953883873,original_augmented,0.7949317543382044,1.7475816971762854,40,cof_000040,cof_symmetry_pipeline/output/xyz/mol_001289.xyz,54,34,57,0,0,train,train
FC(F)(F)C#Cc1cnc(-c2cnc(C#CC(F)(F)F)cn2)cn1,pyrazine_phenyl_C2,CCCF3_direct,C2,C2,planar,149.43064696704727,original_augmented,0.4135485703501793,1.2612043529035808,41,cof_000041,cof_symmetry_pipeline/output/xyz/mol_001673.xyz,28,24,29,0,0,train,train
COc1ccc(-c2cnc(-c3cnc(-c4ccc(OC)cc4)cn3)cn2)cc1,pyrazine_phenyl_C2,OMe_ph,C2,C2,nonplanar,203.83251503746465,original_augmented,0.5800261950691432,1.4694417707332572,42,cof_000042,cof_symmetry_pipeline/output/xyz/mol_001662.xyz,46,28,49,0,0,train,train
O=P(O)(O)c1cnc(-c2cnc(P(=O)(O)O)cn2)cn1,pyrazine_phenyl_C2,PO3H2_direct,C2,C2h,nonplanar,-18.01987192251098,original_augmented,0.625817493021015,1.4545360833654588,43,cof_000043,cof_symmetry_pipeline/output/xyz/mol_001654.xyz,28,20,29,0,0,train,train
CC(=O)c1ccc(-c2cnc(-c3cnc(-c4ccc(C(C)=O)cc4)cn3)cn2)cc1,pyrazine_phenyl_C2,acetyl_ph,C2,C2,planar,235.9636129367979,original_augmented,0.4436761013817876,1.06962794188402,44,cof_000044,cof_symmetry_pipeline/output/xyz/mol_001665.xyz,48,30,51,0,0,train,train
C#Cc1ccc(-c2ccc(/C=C/c3ccc(-c4ccc(C#C)cc4)cc3)cc2)cc1,stilbene_C2,CCH_ph,C2,C2,nonplanar,81.96192706651576,original_augmented,0.6737069634185665,1.3975862721028098,45,cof_000045,cof_symmetry_pipeline/output/xyz/mol_000775.xyz,50,30,53,0,0,val,train
O=Cc1ccc(-c2ccc(-c3ccc(/C=C/c4ccc(-c5ccc(-c6ccc(C=O)cc6)cc5)cc4)cc3)cc2)cc1,stilbene_C2,CHO_phph,C2,D2,nonplanar,157.64460858773134,original_augmented,1.0137468383093684,2.1265415150815192,46,cof_000046,cof_symmetry_pipeline/output/xyz/aug_000559.xyz,70,42,75,0,0,train,train
Cc1ccc(-c2ccc(/C=C/c3ccc(-c4ccc(C)cc4)cc3)cc2)cc1,stilbene_C2,methyl_ph,C2,C2,nonplanar,87.6443529094201,original_augmented,0.7044878321761661,1.3693744093160574,47,cof_000047,cof_symmetry_pipeline/output/xyz/mol_002232_s0631.xyz,52,28,55,0,0,val,train
N#COC#CC(C#COC#N)(C#COC#N)C#COC#N,tetra_ethynyl_methane_C4,OCN_direct,S4,S4,nonplanar,1.7033258078795066,original_augmented,2.017229246599256,2.662700072409885,48,cof_000048,cof_symmetry_pipeline/output/xyz/mol_001818.xyz,21,21,20,0,0,train,train
COC#CC(C#COC)(C#COC)C#COC,tetra_ethynyl_methane_C4,OMe_direct,S4,S4,nonplanar,3.0699869694157806,original_augmented,1.9657487406838905,2.8494037044400518,49,cof_000049,cof_symmetry_pipeline/output/xyz/aug_000634.xyz,29,17,28,0,0,train,train
OB(O)c1c(F)c(F)c(B(O)O)c(F)c1F,tetrafluorobenzene_C4,BOH2_direct,C2,C2,planar,18.19543913092223,original_augmented,0.4075541388046471,0.8636117235147655,50,cof_000050,cof_symmetry_pipeline/output/xyz/mol_001228_s1907.xyz,20,16,20,0,0,train,train
[N-]=[N+]=Nc1ccc(-c2c(F)c(F)c(-c3ccc(N=[N+]=[N-])cc3)c(F)c2F)cc1,tetrafluorobenzene_C4,N3_ph,C2,C2,nonplanar,56.00119717293801,original_augmented,0.9375169895884872,1.726072461222792,51,cof_000051,cof_symmetry_pipeline/output/xyz/mol_001895.xyz,36,28,38,0,0,train,train
O=S(=O)(O)c1c(F)c(F)c(S(=O)(=O)O)c(F)c1F,tetrafluorobenzene_C4,SO3H_direct,C2,C2,nonplanar,-172.81096164132927,original_augmented,0.5655495731507822,1.3744105525672392,52,cof_000052,cof_symmetry_pipeline/output/xyz/aug_000654.xyz,20,18,20,0,0,test,train
O=C(Cl)c1ccc([Si](c2ccc(C(=O)Cl)cc2)(c2ccc(C(=O)Cl)cc2)c2ccc(C(=O)Cl)cc2)cc1,tetraphenyl_silane_C4,COCl_direct,S4,S4,nonplanar,241.05560144929103,original_augmented,2.655144627234245,6.030525606178029,53,cof_000053,cof_symmetry_pipeline/output/xyz/mol_001943.xyz,53,37,56,0,0,train,train
O=C=Nc1ccc([Si](c2ccc(N=C=O)cc2)(c2ccc(N=C=O)cc2)c2ccc(N=C=O)cc2)cc1,tetraphenyl_silane_C4,NCO_direct,S4,S4,nonplanar,114.31298901775048,original_augmented,2.5252928263331422,4.98420295299098,54,cof_000054,cof_symmetry_pipeline/output/xyz/mol_001931.xyz,53,37,56,0,0,train,train
O=COc1ccc([Si](c2ccc(OC=O)cc2)(c2ccc(OC=O)cc2)c2ccc(OC=O)cc2)cc1,tetraphenyl_silane_C4,OCHO_direct,S4,S4,nonplanar,172.9979548326624,original_augmented,2.633103350279111,5.3923156730974,55,cof_000055,cof_symmetry_pipeline/output/xyz/mol_001957.xyz,57,37,60,0,0,train,train
Nc1ccc(C(c2ccc(N)cc2)(c2ccc(N)cc2)c2ccc(N)cc2)cc1,tetraphenylmethane_C4,NH2_direct,S4,D2d,nonplanar,111.9073935112678,original_augmented,2.33242365001061,4.293441336678319,56,cof_000056,cof_symmetry_pipeline/output/xyz/aug_000740.xyz,53,29,56,0,0,train,train
O=P(Cl)(Cl)c1ccc(C(c2ccc(P(=O)(Cl)Cl)cc2)(c2ccc(P(=O)(Cl)Cl)cc2)c2ccc(P(=O)(Cl)Cl)cc2)cc1,tetraphenylmethane_C4,POCl2_direct,S4,S4,nonplanar,284.2352940247124,original_augmented,2.563534566134286,5.036397890660687,57,cof_000057,cof_symmetry_pipeline/output/xyz/aug_000755.xyz,57,41,60,0,0,train,train
Sc1ccc(C(c2ccc(S)cc2)(c2ccc(S)cc2)c2ccc(S)cc2)cc1,tetraphenylmethane_C4,SH_direct,S4,S4,nonplanar,136.32604409410817,original_augmented,2.3202749192185026,4.882314841319624,58,cof_000058,cof_symmetry_pipeline/output/xyz/aug_000756.xyz,49,29,52,0,0,test,train
C#Cc1ccc(Nc2nc(Nc3ccc(C#C)cc3)nc(Nc3ccc(C#C)cc3)n2)cc1,triaminotriazine_C3,CCH_ph,C3,C3,planar,-185.9567164675913,original_augmented,0.0814397205768105,0.2308380548176054,59,cof_000059,cof_symmetry_pipeline/output/xyz/mol_001520_s0137.xyz,51,33,54,0,0,train,train
O=Cc1ccc(Nc2nc(Nc3ccc(C=O)cc3)nc(Nc3ccc(C=O)cc3)n2)cc1,triaminotriazine_C3,CHO_ph,C3,C3,planar,-140.04749126682137,original_augmented,0.132378874811679,0.3245716275474111,60,cof_000060,cof_symmetry_pipeline/output/xyz/mol_001517_s1297.xyz,51,33,54,0,0,test,train
O=C(O)c1ccc(Nc2nc(Nc3ccc(C(=O)O)cc3)nc(Nc3ccc(C(=O)O)cc3)n2)cc1,triaminotriazine_C3,COOH_ph,C3,C3h,planar,-199.4577552229868,original_augmented,0.0040606375567383,0.0100602782235834,61,cof_000061,cof_symmetry_pipeline/output/xyz/mol_001555_s0383.xyz,54,36,57,0,0,train,train
[N-]=[N+]=NNc1nc(NN=[N+]=[N-])nc(NN=[N+]=[N-])n1,triaminotriazine_C3,N3_direct,C3,C3,planar,-93.55059544217264,original_augmented,0.3097532671001676,0.5614932984113779,62,cof_000062,cof_symmetry_pipeline/output/xyz/mol_001580_s0383.xyz,21,18,21,0,0,train,train
ONc1nc(NO)nc(NO)n1,triaminotriazine_C3,OH_direct,C3,C3,planar,-131.2851857129429,original_augmented,0.2059101111118999,0.3688057612202637,63,cof_000063,cof_symmetry_pipeline/output/xyz/mol_001559_s0137.xyz,18,12,18,0,0,test,train
Oc1ccc(Nc2nc(Nc3ccc(O)cc3)nc(Nc3ccc(O)cc3)n2)cc1,triaminotriazine_C3,OH_ph,C3,C3,planar,-218.04005008823336,original_augmented,0.0807624966999222,0.2320157246573253,64,cof_000064,cof_symmetry_pipeline/output/xyz/mol_001569_s1297.xyz,48,30,51,0,0,train,train
O=CC#Cc1nc(C#CC=O)nc(C#CC=O)n1,triazine_C3,CCCHO_direct,C3,C3h,planar,-115.41784442515966,original_augmented,0.0185586893856759,0.0481739109283959,65,cof_000065,cof_symmetry_pipeline/output/xyz/mol_002316_s1151.xyz,21,18,21,0,0,val,train
O=C(O)c1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccc(C(=O)O)cc5)cc4)nc(-c4ccc(-c5ccc(C(=O)O)cc5)cc4)n3)cc2)cc1,triazine_C3,COOH_phph,C3,C3,nonplanar,54.48295552523827,original_augmented,0.8012853358182944,1.7146767407979862,66,cof_000066,cof_symmetry_pipeline/output/xyz/mol_002180.xyz,78,51,84,0,0,train,train
N#CSc1nc(SC#N)nc(SC#N)n1,triazine_C3,SCN_direct,C3,C3,nonplanar,-180.95506138378045,original_augmented,0.989374026977548,1.6495754703856207,67,cof_000067,cof_symmetry_pipeline/output/xyz/mol_002562_s0631.xyz,15,15,15,0,0,train,train
CC(=O)c1nc(C(C)=O)nc(C(C)=O)n1,triazine_C3,acetyl_direct,C3,C3h,planar,15.67602929996088,original_augmented,0.4495863585360204,0.8991792988839277,68,cof_000068,cof_symmetry_pipeline/output/xyz/mol_001551_s0251.xyz,24,15,24,0,0,train,train
FC(F)(F)c1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccc(C(F)(F)F)cc5)cc4)nc(-c4ccc(-c5ccc(C(F)(F)F)cc5)cc4)n3)cc2)cc1,triazine_triphenyl_C3,CF3_ph,C3,C3,nonplanar,150.2069812986973,original_augmented,0.8291311504438655,1.7381769967491427,69,cof_000069,cof_symmetry_pipeline/output/xyz/mol_002195.xyz,78,54,84,0,0,train,train
[N-]=[N+]=NC#Cc1cc(C#CN=[N+]=[N-])cc(C#CN=[N+]=[N-])c1,triethynylbenzene_C3,N3_direct,C3,C3,planar,-3.353389265790956,original_augmented,0.0777755079962822,0.2822415079616283,70,cof_000070,cof_symmetry_pipeline/output/xyz/mol_002252.xyz,24,21,24,0,0,test,train
Oc1ccc(C#Cc2cc(C#Cc3ccc(O)cc3)cc(C#Cc3ccc(O)cc3)c2)cc1,triethynylbenzene_C3,OH_ph,C3,C3,nonplanar,17.203959270764404,original_augmented,1.2130361696782974,2.214083301231531,71,cof_000071,cof_symmetry_pipeline/output/xyz/mol_000911_s0631.xyz,51,33,54,0,0,train,train
N#Cc1ccc(C#Cc2nc(C#Cc3ccc(C#N)cc3)nc(C#Cc3ccc(C#N)cc3)n2)cc1,triethynyltriazine_C3,CN_ph,C3,D3,planar,-21.63906361350849,original_augmented,0.028841470319224,0.0679052092988166,72,cof_000072,cof_symmetry_pipeline/output/xyz/mol_002311.xyz,48,36,51,0,0,train,train
O=C(Cl)C#Cc1nc(C#CC(=O)Cl)nc(C#CC(=O)Cl)n1,triethynyltriazine_C3,COCl_direct,C3,C3v,nonplanar,-119.91431515561383,original_augmented,0.7127991086859196,1.5065803654863894,73,cof_000073,cof_symmetry_pipeline/output/xyz/mol_002330.xyz,21,21,21,0,0,train,train
NC(=O)C#Cc1nc(C#CC(N)=O)nc(C#CC(N)=O)n1,triethynyltriazine_C3,CONH2_direct,C3,C3h,planar,-246.53447869547068,original_augmented,0.0427322953202286,0.1191016167177252,74,cof_000074,cof_symmetry_pipeline/output/xyz/mol_001350.xyz,27,21,27,0,0,train,train
Clc1ccc(C#Cc2nc(C#Cc3ccc(Cl)cc3)nc(C#Cc3ccc(Cl)cc3)n2)cc1,triethynyltriazine_C3,Cl_ph,C3,D3,planar,-67.23449406795858,original_augmented,0.2129520005124547,0.491607601225964,75,cof_000075,cof_symmetry_pipeline/output/xyz/mol_001349.xyz,45,33,48,0,0,train,train
O=CNC#Cc1nc(C#CNC=O)nc(C#CNC=O)n1,triethynyltriazine_C3,NHCHO_direct,C3,C3h,planar,-152.64605760532638,original_augmented,0.0234593079506647,0.0759703626523906,76,cof_000076,cof_symmetry_pipeline/output/xyz/aug_000910.xyz,27,21,27,0,0,train,train
N#CNOc1cc(ONC#N)cc(ONC#N)c1,trihydroxybenzene_C3,NHCN_direct,C3,C3,nonplanar,-24.77658738511405,original_augmented,0.6016348845130517,1.4290257135019142,77,cof_000077,cof_symmetry_pipeline/output/xyz/mol_002418.xyz,24,18,24,0,0,train,train
O=S(=O)(Cl)Oc1cc(OS(=O)(=O)Cl)cc(OS(=O)(=O)Cl)c1,trihydroxybenzene_C3,SO2Cl_direct,C3,C3,nonplanar,20.72870955491439,original_augmented,0.9975043734710916,2.0362549505894805,78,cof_000078,cof_symmetry_pipeline/output/xyz/aug_000967.xyz,24,21,24,0,0,train,train
O=C(OS(=O)(=O)Cl)c1cc(C(=O)OS(=O)(=O)Cl)cc(C(=O)OS(=O)(=O)Cl)c1,trimesic_ester_C3,SO2Cl_direct,C3,C3h,nonplanar,-139.9295414206364,original_augmented,0.5697080012975825,1.274456358598571,79,cof_000079,cof_symmetry_pipeline/output/xyz/aug_001006.xyz,30,27,30,0,0,train,train
