SMILES,Core,Arm,Target_PG,Point_Group,Geometry,Energy_kcal_mol,Source,Plane_RMSD,Plane_MaxDist,Package_Index,Molecule_ID,XYZ_RelPath,Num_Atoms,Num_Heavy_Atoms,Num_Bonds,Net_Formal_Charge,Num_Radical_Electrons,Split_IID,Split_Core_OOD,Legacy_Point_Group,Analyzer_PG,Actual_PG,PG_Exact_Match,PG_Compatible,Actual_Mean_RMS_Error,Actual_Max_RMS_Error,Actual_Max_Atom_Error,Target_Mean_RMS_Error,Target_Max_RMS_Error,Target_Max_Atom_Error,Contains_Sn,UAE_GEOM_Pretrained_Compatible,Core_OOD_Support
Nc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N)cc6)cc5)cn4)nc3)cc2)cc1,bipyridine_C2,NH2_phph,C2,D2,nonplanar,138.68488109010684,original_augmented,0.65347049433956,1.553903974561249,10,cof_000010,cof_symmetry_pipeline/output/xyz/mol_003110_s1297.xyz,64,38,69,0,0,train,val,D2,C2,C2,True,True,0.023410070653756124,0.04682014130751225,0.0854120360232509,0.023410070653756124,0.04682014130751225,0.0854120360232509,False,True,standard
CS(=O)(=O)Nc1ccc(-c2ccc(NS(C)(=O)=O)cn2)nc1,bipyridine_C2,NHSO2_direct,C2,C2,nonplanar,-23.553363314473,original_augmented,1.2154970821329905,2.6959890659337304,11,cof_000011,cof_symmetry_pipeline/output/xyz/mol_000335.xyz,36,22,37,0,0,train,val,C2,D2,C2,True,True,6.972089121438542e-06,1.3944178242877085e-05,3.139504150158014e-05,6.972089121438542e-06,1.3944178242877085e-05,3.139504150158014e-05,False,True,standard
CC(=O)Nc1ccc(-c2ccc(NC(C)=O)cn2)nc1,bipyridine_C2,NHacetyl_direct,C2,C2,planar,45.394621123953584,original_augmented,0.3074825899836907,1.0307353583276324,12,cof_000012,cof_symmetry_pipeline/output/xyz/mol_000333.xyz,34,20,35,0,0,train,val,C2,C2,C2,True,True,7.756658383875584e-06,1.5513316767751168e-05,4.2369824795344647e-05,7.756658383875584e-06,1.5513316767751168e-05,4.2369824795344647e-05,False,True,standard
O=[N+]([O-])c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc([N+](=O)[O-])cc6)cc5)cn4)nc3)cc2)cc1,bipyridine_C2,NO2_phph,C2,D2,nonplanar,225.4627589203505,original_augmented,0.6865485845591339,1.6995398511258504,13,cof_000013,cof_symmetry_pipeline/output/xyz/mol_000347.xyz,64,42,69,0,0,train,val,D2,D2,C2,True,True,0.0010413770235625558,0.0020827540471251116,0.004801915714148044,0.0010413770235625558,0.0020827540471251116,0.004801915714148044,False,True,standard
Oc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(O)cc6)cc5)cn4)nc3)cc2)cc1,bipyridine_C2,OH_phph,C2,D2,nonplanar,136.7271861805344,original_augmented,0.6855735149138926,1.092990776923736,14,cof_000014,cof_symmetry_pipeline/output/xyz/mol_000348.xyz,62,38,67,0,0,train,val,D2,C2,C2,True,True,0.021755358339797512,0.043510716679595024,0.0775945902559717,0.021755358339797512,0.043510716679595024,0.0775945902559717,False,True,standard
N#Cc1ccc(-c2ccc(C(=O)Nc3ccc(NC(=O)c4ccc(-c5ccc(C#N)cc5)cc4)cc3)cc2)cc1,bis_benzamide_C2,CN_phph,C2,C2,nonplanar,123.54165620515558,original_augmented,0.6215604726215654,1.4421398418401266,15,cof_000015,cof_symmetry_pipeline/output/xyz/mol_000416.xyz,62,40,66,0,0,train,val,C2,C2,C2,True,True,0.020552329792078553,0.041104659584157106,0.0766750043927427,0.020552329792078553,0.041104659584157106,0.0766750043927427,False,True,standard
O=C(Nc1ccc(NC(=O)c2ccc(O)cc2)cc1)c1ccc(O)cc1,bis_benzamide_C2,OH_ph,C2,C2,nonplanar,26.396661626705683,original_augmented,0.7115165239934469,1.491714959008668,16,cof_000016,cof_symmetry_pipeline/output/xyz/mol_000366.xyz,42,26,44,0,0,test,val,C2,C2,C2,True,True,0.0007220891881078138,0.0014441783762156276,0.002987294445433969,0.0007220891881078138,0.0014441783762156276,0.002987294445433969,False,True,standard
NS(=O)(=O)C(=O)Nc1ccc(NC(=O)S(N)(=O)=O)cc1,bis_benzamide_C2,SO2NH2_direct,C2,C2,nonplanar,61.873167789802864,original_augmented,0.6314670888516887,1.39327285647518,17,cof_000017,cof_symmetry_pipeline/output/xyz/mol_000388.xyz,30,20,30,0,0,train,val,C2,C2,C2,True,True,1.6234834836057818e-05,3.2469669672115636e-05,8.68181896648236e-05,1.6234834836057818e-05,3.2469669672115636e-05,8.68181896648236e-05,False,True,standard
C#Cc1ccc(-c2ccc(C(=O)Oc3ccc(OC(=O)c4ccc(-c5ccc(C#C)cc5)cc4)cc3)cc2)cc1,bis_benzoate_C2,CCH_phph,C2,D2,nonplanar,155.8864434496581,original_augmented,0.9156939734824904,2.1673908089350795,18,cof_000018,cof_symmetry_pipeline/output/xyz/mol_000428.xyz,62,40,66,0,0,train,train,D2,D2,C2,True,True,0.038675030954241324,0.07735006190848265,0.14597139917179,0.038675030954241324,0.07735006190848265,0.14597139917179,False,True,standard
O=Cc1ccc(-c2ccc(C(=O)Oc3ccc(OC(=O)c4ccc(-c5ccc(C=O)cc5)cc4)cc3)cc2)cc1,bis_benzoate_C2,CHO_phph,C2,D2,nonplanar,186.7675752256937,original_augmented,0.902408273602058,2.204101736622368,19,cof_000019,cof_symmetry_pipeline/output/xyz/mol_000421.xyz,62,40,66,0,0,train,train,D2,D2,C2,True,True,0.016912780305693126,0.03382556061138625,0.06987657245324377,0.016912780305693126,0.03382556061138625,0.06987657245324377,False,True,standard
O=CC#CC#Cc1ccc2cc3cc(C#CC#CC=O)ccc3cc2c1,bis_ethynyl_anthracene_C2,CCCHO_direct,C2,C2h,planar,37.15247792125124,original_augmented,0.0636566792685781,0.2725935652027745,20,cof_000020,cof_symmetry_pipeline/output/xyz/mol_000529.xyz,36,26,38,0,0,train,train,C2h,C2,C2,True,True,0.050142864882527415,0.10028572976505483,0.32943244346210404,0.050142864882527415,0.10028572976505483,0.32943244346210404,False,True,standard
O=C(O)C#CC#Cc1ccc2cc3cc(C#CC#CC(=O)O)ccc3cc2c1,bis_ethynyl_anthracene_C2,CCCOOH_direct,C2,C2,planar,-27.25455480792033,original_augmented,0.1036501557924277,0.3224108398087768,21,cof_000021,cof_symmetry_pipeline/output/xyz/mol_000532.xyz,38,28,40,0,0,train,train,C2,C2,C2,True,True,0.02319213337773458,0.04638426675546916,0.1055557650047279,0.02319213337773458,0.04638426675546916,0.1055557650047279,False,True,standard
Clc1ccc(C#Cc2ccc3cc4cc(C#Cc5ccc(Cl)cc5)ccc4cc3c2)cc1,bis_ethynyl_anthracene_C2,Cl_ph,C2,D2h,nonplanar,65.01351334985767,original_augmented,0.9998595489495796,2.1711479499182995,22,cof_000022,cof_symmetry_pipeline/output/xyz/mol_000520.xyz,48,32,52,0,0,train,train,D2h,D2,C2,True,True,0.04092013094906171,0.08184026189812342,0.1862591023600232,0.04092013094906171,0.08184026189812342,0.1862591023600232,False,True,standard
COC(=O)C#CC#Cc1ccc2cc(C#CC#CC(=O)OC)ccc2c1,bis_ethynyl_naphthalene_C2,CCCOOMe_direct,C2,C2,planar,1.641342828499277,original_augmented,0.3146153256510514,0.9853108194684204,23,cof_000023,cof_symmetry_pipeline/output/xyz/mol_000608.xyz,38,26,39,0,0,train,train,C2,C2,C2,True,True,0.013327088868705799,0.026654177737411598,0.05365089284497849,0.013327088868705799,0.026654177737411598,0.05365089284497849,False,True,standard
[N-]=[N+]=NC#Cc1ccc2cc(C#CN=[N+]=[N-])ccc2c1,bis_ethynyl_naphthalene_C2,N3_direct,C2,C2,planar,19.50002999423885,original_augmented,0.302659751412109,1.0461171836973429,24,cof_000024,cof_symmetry_pipeline/output/xyz/mol_000578.xyz,26,20,27,0,0,train,train,C2,C2,C2,True,True,0.06249397448757932,0.12498794897515864,0.3148231444402729,0.06249397448757932,0.12498794897515864,0.3148231444402729,False,True,standard
O=C(O)C#Cc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(C#CC(=O)O)cc3)cc2)cc1,bis_phenyl_ester_C2,CCCOOH_direct,C2,C2,nonplanar,50.9015428525394,original_augmented,0.9089366694489954,2.1783071603480977,25,cof_000025,cof_symmetry_pipeline/output/xyz/mol_000651.xyz,48,34,50,0,0,train,val,C2,D2,C2,True,True,0.05237694173922856,0.10475388347845711,0.29833710284629467,0.05237694173922856,0.10475388347845711,0.29833710284629467,False,True,standard
N#CNc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(NC#N)cc3)cc2)cc1,bis_phenyl_ester_C2,NHCN_direct,C2,C2,nonplanar,55.45059572979029,original_augmented,0.860048598187535,2.1643807923749185,26,cof_000026,cof_symmetry_pipeline/output/xyz/mol_000663.xyz,44,30,46,0,0,train,val,C2,C2,C2,True,True,0.0643663205923363,0.1287326411846726,0.33201364133472305,0.0643663205923363,0.1287326411846726,0.33201364133472305,False,True,standard
NS(=O)(=O)c1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(S(N)(=O)=O)cc3)cc2)cc1,bis_phenyl_ester_C2,SO2NH2_direct,C2,C2,nonplanar,-36.23011173443499,original_augmented,1.074717273900462,2.2072238061972724,27,cof_000027,cof_symmetry_pipeline/output/xyz/mol_000647.xyz,48,32,50,0,0,train,val,C2,D2,C2,True,True,0.024144413580869717,0.048288827161739434,0.09298747430962408,0.024144413580869717,0.048288827161739434,0.09298747430962408,False,True,standard
C[Si](C)(C)c1ccc(C(=O)Oc2ccc(OC(=O)c3ccc([Si](C)(C)C)cc3)cc2)cc1,bis_phenyl_ester_C2,SiMe3_direct,C2,C2,nonplanar,125.80913581880628,original_augmented,1.197603180680183,2.4896695096411565,28,cof_000028,cof_symmetry_pipeline/output/xyz/mol_000669.xyz,62,32,64,0,0,train,val,C2,D2,C2,True,True,0.029925309887377897,0.059850619774755795,0.1105308516607804,0.029925309887377897,0.059850619774755795,0.1105308516607804,False,True,standard
C=Cc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(C=C)cc3)cc2)cc1,bis_phenyl_ester_C2,vinyl_direct,C2,C2,nonplanar,122.12796253021456,original_augmented,0.7879059289743225,2.225553871940337,29,cof_000029,cof_symmetry_pipeline/output/xyz/mol_000634.xyz,46,28,48,0,0,train,val,C2,C2,C2,True,True,0.013060541634122241,0.026121083268244482,0.07056634871777638,0.013060541634122241,0.026121083268244482,0.07056634871777638,False,True,standard
Nc1ccc(-c2ccc(C#Cc3ccc(C#Cc4ccc(-c5ccc(N)cc5)cc4)cc3)cc2)cc1,bis_phenylethynyl_benzene_C2,NH2_ph,C2,D2,nonplanar,70.39443397553819,original_augmented,0.7177171862164758,1.684318500817953,30,cof_000030,cof_symmetry_pipeline/output/xyz/mol_000682.xyz,60,36,64,0,0,train,train,D2,D2,C2,True,True,0.021422488982209695,0.04284497796441939,0.1334778811691368,0.021422488982209695,0.04284497796441939,0.1334778811691368,False,True,standard
CC(=O)Nc1ccc(C#Cc2ccc(C#Cc3ccc(NC(C)=O)cc3)cc2)cc1,bis_phenylethynyl_benzene_C2,NHacetyl_direct,C2,D2,nonplanar,10.53024321745549,original_augmented,0.7650967559301728,2.174496624963072,31,cof_000031,cof_symmetry_pipeline/output/xyz/aug_000143.xyz,50,30,52,0,0,train,train,D2,D2,C2,True,True,0.03627729182489726,0.07255458364979452,0.2179739459284844,0.03627729182489726,0.07255458364979452,0.2179739459284844,False,True,standard
[N-]=[N+]=Nc1ccc(-c2ccc(C#Cc3ccc(C#Cc4ccc(-c5ccc(N=[N+]=[N-])cc5)cc4)s3)cc2)cc1,bis_phenylethynyl_thiophene_C2,N3_ph,C2,C2,nonplanar,64.91654862989041,original_augmented,1.18079266086613,2.0536913319847017,32,cof_000032,cof_symmetry_pipeline/output/xyz/mol_000806.xyz,57,39,61,0,0,train,test,C2,C2,C2,True,True,0.010876628389556527,0.021753256779113054,0.03590402022732116,0.010876628389556527,0.021753256779113054,0.03590402022732116,False,True,standard
O=S(=O)(Cl)c1ccc(C#Cc2ccc(C#Cc3ccc(S(=O)(=O)Cl)cc3)s2)cc1,bis_phenylethynyl_thiophene_C2,SO2Cl_direct,C2,C2,nonplanar,99.3047718902638,original_augmented,1.1665086430936835,2.094706207271385,33,cof_000033,cof_symmetry_pipeline/output/xyz/mol_000812.xyz,39,29,41,0,0,train,test,C2,C2,C2,True,True,0.06789501753973236,0.13579003507946472,0.2299162056981943,0.06789501753973236,0.13579003507946472,0.2299162056981943,False,True,standard
NC(=O)S(=O)(=O)Nc1ccc(NS(=O)(=O)C(N)=O)cc1,bis_sulfonamide_C2,CONH2_direct,C2,C2,nonplanar,123.48183796341569,original_augmented,1.2075584850664025,2.2753843070475286,34,cof_000034,cof_symmetry_pipeline/output/xyz/mol_000851.xyz,30,20,30,0,0,train,train,C2,D2,C2,True,True,0.0035061113880697015,0.007012222776139403,0.0130858646653729,0.0035061113880697015,0.007012222776139403,0.0130858646653729,False,True,standard
COc1ccc(S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(OC)cc3)cc2)cc1,bis_sulfonamide_C2,OMe_ph,C2,C2,nonplanar,-22.31373677538771,original_augmented,1.287338071365122,2.255546834799139,35,cof_000035,cof_symmetry_pipeline/output/xyz/mol_000853.xyz,50,30,52,0,0,train,train,C2,C2,C2,True,True,0.01880410036654351,0.03760820073308702,0.07474440865960291,0.01880410036654351,0.03760820073308702,0.07474440865960291,False,True,standard
FC(F)(F)c1ccc(-c2ccc(-c3ccc(-c4ccc(C(F)(F)F)cc4)s3)s2)cc1,bithiophene_C2,CF3_ph,C2,C2,nonplanar,114.9258376668388,original_augmented,0.7289953942560424,1.3324048036285756,36,cof_000036,cof_symmetry_pipeline/output/xyz/aug_000227.xyz,42,30,45,0,0,train,train,C2,C2,C2,True,True,0.0020220670414011653,0.0040441340828023305,0.00899785204799155,0.0020220670414011653,0.0040441340828023305,0.00899785204799155,False,True,standard
OB(O)c1ccc(C#Cc2ccc(B(O)O)cc2)cc1,diphenylacetylene_C2,BOH2_direct,C2,C2v,planar,23.223202070972285,original_augmented,0.4484523540007787,1.303009604733928,37,cof_000037,cof_symmetry_pipeline/output/xyz/mol_002715_s0251.xyz,32,20,33,0,0,train,train,C2v,C2,C2,True,True,0.030998143401890946,0.06199628680378189,0.09548700880320934,0.030998143401890946,0.06199628680378189,0.09548700880320934,False,True,standard
CC(=O)Oc1ccc(C#CC#Cc2ccc(OC(C)=O)cc2)cc1,diphenyldiacetylene_C2,Oacetyl_direct,C2,D2,nonplanar,47.49368412361192,original_augmented,0.8754554269201861,1.6550846623856872,38,cof_000038,cof_symmetry_pipeline/output/xyz/mol_001199.xyz,38,24,39,0,0,train,train,D2,D2,C2,True,True,0.00501643603480463,0.01003287206960926,0.015484537191643454,0.00501643603480463,0.01003287206960926,0.015484537191643454,False,True,standard
O=C(NB(O)O)C(=O)NB(O)O,oxamide_C2,BOH2_direct,C2,C2,nonplanar,6.700374753033438,original_augmented,0.6046410164694171,1.3142840860889673,39,cof_000039,cof_symmetry_pipeline/output/xyz/mol_001293.xyz,18,12,17,0,0,train,train,C2,C2,C2,True,True,0.006774436177059898,0.013548872354119796,0.01927049228279658,0.006774436177059898,0.013548872354119796,0.01927049228279658,False,True,standard
O=Cc1ccc(-c2ccc(NC(=O)C(=O)Nc3ccc(-c4ccc(C=O)cc4)cc3)cc2)cc1,oxamide_C2,CHO_phph,C2,D2,nonplanar,122.7480953883873,original_augmented,0.7949317543382044,1.7475816971762854,40,cof_000040,cof_symmetry_pipeline/output/xyz/mol_001289.xyz,54,34,57,0,0,train,train,D2,C2,C2,True,True,0.0024499832347105164,0.004899966469421033,0.010537551223551914,0.0024499832347105164,0.004899966469421033,0.010537551223551914,False,True,standard
FC(F)(F)C#Cc1cnc(-c2cnc(C#CC(F)(F)F)cn2)cn1,pyrazine_phenyl_C2,CCCF3_direct,C2,C2,planar,149.43064696704727,original_augmented,0.4135485703501793,1.2612043529035808,41,cof_000041,cof_symmetry_pipeline/output/xyz/mol_001673.xyz,28,24,29,0,0,train,train,C2,C2,C2,True,True,0.04096311917688158,0.08192623835376316,0.17802140950119327,0.04096311917688158,0.08192623835376316,0.17802140950119327,False,True,standard
COc1ccc(-c2cnc(-c3cnc(-c4ccc(OC)cc4)cn3)cn2)cc1,pyrazine_phenyl_C2,OMe_ph,C2,C2,nonplanar,203.83251503746465,original_augmented,0.5800261950691432,1.4694417707332572,42,cof_000042,cof_symmetry_pipeline/output/xyz/mol_001662.xyz,46,28,49,0,0,train,train,C2,C2,C2,True,True,7.099017620010154e-05,0.0001419803524002031,0.0003515382383214996,7.099017620010154e-05,0.0001419803524002031,0.0003515382383214996,False,True,standard
O=P(O)(O)c1cnc(-c2cnc(P(=O)(O)O)cn2)cn1,pyrazine_phenyl_C2,PO3H2_direct,C2,C2h,nonplanar,-18.01987192251098,original_augmented,0.625817493021015,1.4545360833654588,43,cof_000043,cof_symmetry_pipeline/output/xyz/mol_001654.xyz,28,20,29,0,0,train,train,C2h,C2,C2,True,True,2.3259648821392752e-06,4.6519297642785504e-06,9.819099803670674e-06,2.3259648821392752e-06,4.6519297642785504e-06,9.819099803670674e-06,False,True,standard
CC(=O)c1ccc(-c2cnc(-c3cnc(-c4ccc(C(C)=O)cc4)cn3)cn2)cc1,pyrazine_phenyl_C2,acetyl_ph,C2,C2,planar,235.9636129367979,original_augmented,0.4436761013817876,1.06962794188402,44,cof_000044,cof_symmetry_pipeline/output/xyz/mol_001665.xyz,48,30,51,0,0,train,train,C2,C2,C2,True,True,0.0009396695303112225,0.001879339060622445,0.005083348326933432,0.0009396695303112225,0.001879339060622445,0.005083348326933432,False,True,standard
C#Cc1ccc(-c2ccc(/C=C/c3ccc(-c4ccc(C#C)cc4)cc3)cc2)cc1,stilbene_C2,CCH_ph,C2,C2,nonplanar,81.96192706651576,original_augmented,0.6737069634185665,1.3975862721028098,45,cof_000045,cof_symmetry_pipeline/output/xyz/mol_000775.xyz,50,30,53,0,0,val,train,C2,C2,C2,True,True,0.00026791848722368394,0.0005358369744473679,0.0010896442856136181,0.00026791848722368394,0.0005358369744473679,0.0010896442856136181,False,True,standard
O=Cc1ccc(-c2ccc(-c3ccc(/C=C/c4ccc(-c5ccc(-c6ccc(C=O)cc6)cc5)cc4)cc3)cc2)cc1,stilbene_C2,CHO_phph,C2,D2,nonplanar,157.64460858773134,original_augmented,1.0137468383093684,2.1265415150815192,46,cof_000046,cof_symmetry_pipeline/output/xyz/aug_000559.xyz,70,42,75,0,0,train,train,D2,D2,C2,True,True,0.019896974908752568,0.039793949817505135,0.09965734328040632,0.019896974908752568,0.039793949817505135,0.09965734328040632,False,True,standard
Cc1ccc(-c2ccc(/C=C/c3ccc(-c4ccc(C)cc4)cc3)cc2)cc1,stilbene_C2,methyl_ph,C2,C2,nonplanar,87.6443529094201,original_augmented,0.7044878321761661,1.3693744093160574,47,cof_000047,cof_symmetry_pipeline/output/xyz/mol_002232_s0631.xyz,52,28,55,0,0,val,train,C2,C2,C2,True,True,0.004672480432922686,0.009344960865845372,0.024462063884770287,0.004672480432922686,0.009344960865845372,0.024462063884770287,False,True,standard
N#COC#CC(C#COC#N)(C#COC#N)C#COC#N,tetra_ethynyl_methane_C4,OCN_direct,S4,S4,nonplanar,1.7033258078795066,original_augmented,2.017229246599256,2.662700072409885,48,cof_000048,cof_symmetry_pipeline/output/xyz/mol_001818.xyz,21,21,20,0,0,train,train,S4,S4,S4,True,True,0.09837561322250335,0.16228944003124876,0.2423249776373085,0.09837561322250335,0.16228944003124876,0.2423249776373085,False,True,standard
COC#CC(C#COC)(C#COC)C#COC,tetra_ethynyl_methane_C4,OMe_direct,S4,S4,nonplanar,3.0699869694157806,original_augmented,1.9657487406838905,2.849403704440052,49,cof_000049,cof_symmetry_pipeline/output/xyz/aug_000634.xyz,29,17,28,0,0,train,train,S4,S4,S4,True,True,0.08313231621054012,0.12374425705443842,0.2523091644943191,0.08313231621054012,0.12374425705443842,0.2523091644943191,False,True,standard
OB(O)c1c(F)c(F)c(B(O)O)c(F)c1F,tetrafluorobenzene_C4,BOH2_direct,C2,C2,planar,18.19543913092223,original_augmented,0.4075541388046471,0.8636117235147655,50,cof_000050,cof_symmetry_pipeline/output/xyz/mol_001228_s1907.xyz,20,16,20,0,0,train,train,C2,C2v,C2v,False,True,0.04409861169321115,0.07485451618557973,0.15271363877098013,0.014331266627454573,0.028662533254909146,0.07095607296858766,False,True,standard
[N-]=[N+]=Nc1ccc(-c2c(F)c(F)c(-c3ccc(N=[N+]=[N-])cc3)c(F)c2F)cc1,tetrafluorobenzene_C4,N3_ph,C2,C2,nonplanar,56.00119717293801,original_augmented,0.9375169895884872,1.726072461222792,51,cof_000051,cof_symmetry_pipeline/output/xyz/mol_001895.xyz,36,28,38,0,0,train,train,C2,C2,C2,True,True,1.0565325631528027e-05,2.1130651263056053e-05,5.543585674708201e-05,1.0565325631528027e-05,2.1130651263056053e-05,5.543585674708201e-05,False,True,standard
O=S(=O)(O)c1c(F)c(F)c(S(=O)(=O)O)c(F)c1F,tetrafluorobenzene_C4,SO3H_direct,C2,C2,nonplanar,-172.81096164132927,original_augmented,0.5655495731507822,1.3744105525672392,52,cof_000052,cof_symmetry_pipeline/output/xyz/aug_000654.xyz,20,18,20,0,0,test,train,C2,C2,C2,True,True,0.0009477806112396897,0.0018955612224793794,0.0035741188716392025,0.0009477806112396897,0.0018955612224793794,0.0035741188716392025,False,True,standard
O=C(Cl)c1ccc([Si](c2ccc(C(=O)Cl)cc2)(c2ccc(C(=O)Cl)cc2)c2ccc(C(=O)Cl)cc2)cc1,tetraphenyl_silane_C4,COCl_direct,S4,S4,nonplanar,241.05560144929103,original_augmented,2.655144627234245,6.030525606178029,53,cof_000053,cof_symmetry_pipeline/output/xyz/mol_001943.xyz,53,37,56,0,0,train,train,S4,S4,S4,True,True,0.0018377931785523193,0.00303767755986979,0.005177352123117476,0.0018377931785523193,0.00303767755986979,0.005177352123117476,False,True,standard
